model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 A Class,2018,18750,Automatic,10020,Petrol,145,28.5,1.3,Mercedes,16543
 5 Series,2019,28395,Semi-Auto,1792,Diesel,145,62.8,2.0,BMW,24354
 4 Series,2018,19500,Semi-Auto,13368,Petrol,145,48.7,2.0,BMW,15256
 Polo,2014,5995,Manual,59078,Petrol,20,60.1,1.0,VW,29554
 A Class,2016,14480,Manual,24089,Diesel,20,72.4,1.5,Mercedes,33142
 A Class,2016,14868,Manual,24658,Diesel,20,68.9,1.5,Mercedes,18788
 3 Series,2014,16800,Semi-Auto,50687,Diesel,160,52.3,3.0,BMW,420
 C Class,2019,46950,Automatic,1436,Petrol,145,29.7,3.0,Mercedes,19242
 A Class,2016,13990,Automatic,40000,Diesel,20,74.3,1.5,Mercedes,29930
 X1,2019,25995,Manual,3150,Petrol,145,52.3,1.5,BMW,38489
 Q2,2019,29000,Automatic,100,Petrol,145,33.2,2.0,Audi,12634
 Q2,2019,24000,Manual,4846,Petrol,145,43.5,1.5,Audi,32323
 Golf,2016,11995,Manual,44002,Petrol,30,53.3,1.4,VW,2662
 Tiguan,2017,16491,Manual,38329,Diesel,165,50.4,2.0,VW,9960
 Tiguan,2016,19000,Manual,33100,Diesel,160,50.4,2.0,VW,6378
 Q3,2016,17200,Automatic,39603,Diesel,160,50.4,2.0,Audi,45090
 A1,2016,13490,Manual,15534,Petrol,30,58.9,1.4,Audi,29183
 1 Series,2016,14398,Semi-Auto,21037,Diesel,20,68.9,1.5,BMW,23775
 A4,2016,17950,Manual,21887,Diesel,30,64.2,2.0,Audi,37861
 4 Series,2019,22980,Semi-Auto,8672,Diesel,150,65.7,2.0,BMW,14475
 X1,2016,14999,Manual,32794,Diesel,20,68.9,2.0,BMW,40895
 Q5,2019,37900,Automatic,2100,Diesel,145,38.2,2.0,Audi,33763
 A1,2017,13795,Semi-Auto,22104,Petrol,30,57.6,1.4,Audi,26557
 A6,2003,2495,Manual,129000,Diesel,325,31.7,2.5,Audi,44429
 Golf,2019,31890,Automatic,25,Petrol,145,32.8,2.0,VW,18661
 3 Series,2018,17250,Automatic,15189,Diesel,145,67.3,2.0,BMW,15523
 3 Series,2016,12480,Manual,51379,Diesel,20,68.9,2.0,BMW,29701
 Golf,2019,18750,Manual,6000,Diesel,145,62.8,2.0,VW,9775
 GLE Class,2019,55500,Semi-Auto,12000,Diesel,145,32.5,3.0,Mercedes,13766
 Golf,2016,11652,Manual,49979,Petrol,30,53.3,1.4,VW,20997
 3 Series,2012,9995,Automatic,50000,Diesel,30,62.8,2.0,BMW,10882
 Sharan,2019,23989,Automatic,6676,Other,150,41.5,2.0,VW,43056
 Golf SV,2017,14995,Semi-Auto,4985,Petrol,145,54.3,1.4,VW,30314
 Polo,2016,8650,Manual,32800,Petrol,20,60.1,1.0,VW,30969
 A3,2019,21985,Semi-Auto,2028,Petrol,145,42.2,1.5,Audi,39829
 Polo,2019,15491,Semi-Auto,2105,Petrol,150,45.6,1.0,VW,16023
 C Class,2019,27495,Semi-Auto,20400,Diesel,145,55.4,2.0,Mercedes,37140
 C Class,2017,17490,Automatic,37484,Diesel,145,64.2,2.1,Mercedes,7389
 X3,2016,17600,Automatic,43410,Diesel,145,54.3,2.0,BMW,27261
 T-Roc,2018,17495,Manual,23000,Petrol,145,55.4,1.0,VW,24139
 Tiguan,2018,26995,Semi-Auto,12500,Diesel,145,39.8,2.0,VW,37910
 Golf,2017,22750,Semi-Auto,11566,Petrol,205,39.8,2.0,VW,37841
 Polo,2016,9998,Manual,18197,Petrol,20,58.9,1.0,VW,13422
 Up,2013,6500,Manual,39337,Petrol,20,60.1,1.0,VW,21499
 CL Class,2018,21936,Automatic,3678,Diesel,145,50.4,2.2,Mercedes,29569
 Q2,2019,30990,Automatic,9400,Petrol,145,33.2,2.0,Audi,36153
 C Class,2017,20990,Semi-Auto,26675,Diesel,145,58.9,2.1,Mercedes,34922
 4 Series,2019,29882,Semi-Auto,3121,Petrol,150,45.6,2.0,BMW,45645
 Polo,2017,8792,Manual,56238,Diesel,0,74.3,1.4,VW,14706
 E Class,2019,25599,Semi-Auto,12277,Diesel,145,72.4,2.0,Mercedes,20753
 A Class,2015,11500,Automatic,67060,Diesel,20,68.9,2.1,Mercedes,42250
 C Class,2018,19056,Automatic,25833,Petrol,145,50.4,2.0,Mercedes,44195
 2 Series,2015,13000,Semi-Auto,47555,Diesel,30,65.7,2.0,BMW,31342
 X1,2017,16698,Semi-Auto,25291,Diesel,30,65.7,2.0,BMW,5665
 Q5,2014,25000,Semi-Auto,34503,Diesel,260,41.5,3.0,Audi,4226
 X3,2018,26995,Semi-Auto,15000,Petrol,145,30.4,2.0,BMW,13757
 E Class,2019,39999,Automatic,5000,Diesel,145,42.8,3.0,Mercedes,36300
 1 Series,2014,11995,Semi-Auto,23000,Petrol,125,50.4,1.6,BMW,11423
 Golf,2016,11950,Manual,52703,Petrol,30,53.3,1.4,VW,29425
 Passat,2015,11000,Manual,50055,Diesel,20,68.9,1.6,VW,11969
 Passat,2016,10499,Automatic,64535,Diesel,30,60.1,2.0,VW,8452
 Polo,2018,11990,Manual,22175,Petrol,150,64.2,1.0,VW,42609
 C Class,2015,14313,Automatic,50211,Diesel,20,64.2,2.1,Mercedes,11264
 B Class,2019,27299,Semi-Auto,8768,Diesel,145,54.3,2.0,Mercedes,10347
 Q3,2019,24990,Manual,5000,Petrol,145,40.9,1.5,Audi,12237
 CL Class,2019,26699,Semi-Auto,14101,Diesel,145,51.4,2.2,Mercedes,11594
 1 Series,2015,13800,Automatic,39141,Diesel,30,65.7,2.0,BMW,28661
 Up,2015,6298,Manual,19367,Petrol,20,62.8,1.0,VW,17361
 Passat,2015,9498,Manual,41120,Diesel,20,70.6,1.6,VW,27817
 C Class,2019,26995,Semi-Auto,11980,Diesel,145,56.5,2.0,Mercedes,27392
 Polo,2017,9690,Manual,34388,Petrol,20,60.1,1.2,VW,18676
 Touareg,2019,47995,Automatic,5305,Other,145,25.5,3.0,VW,37152
 A6,2019,30470,Automatic,11922,Diesel,145,47.9,2.0,Audi,20509
 2 Series,2019,24000,Automatic,477,Petrol,145,47.9,2.0,BMW,5683
 Polo,2017,9392,Manual,31095,Petrol,145,58.9,1.0,VW,26710
 Tiguan,2020,32995,Manual,10,Diesel,145,47.9,2.0,VW,36794
 Golf,2018,13999,Manual,9878,Diesel,145,61.4,1.6,VW,15611
 Polo,2013,7298,Manual,48494,Petrol,125,53.3,1.2,VW,39570
 Golf,2020,21000,Manual,1000,Petrol,150,49.6,1.5,VW,31760
 B Class,2019,21599,Automatic,10017,Petrol,145,45.6,1.3,Mercedes,5141
 Tiguan,2019,26790,Semi-Auto,7640,Diesel,145,39.8,2.0,VW,27858
 C Class,2015,12295,Automatic,81940,Hybrid,0,78.5,2.1,Mercedes,12467
 A3,2019,20500,Manual,3856,Petrol,150,47.9,1.0,Audi,46613
 Polo,2020,14990,Manual,3437,Petrol,145,47.9,1.0,VW,4521
 X5,2017,34990,Automatic,18000,Diesel,200,47.1,3.0,BMW,40535
 3 Series,2018,18010,Manual,36039,Diesel,145,58.9,2.0,BMW,10151
 1 Series,2014,9930,Automatic,45000,Diesel,30,64.2,2.0,BMW,43085
 A5,2017,18500,Semi-Auto,73872,Diesel,150,70.6,2.0,Audi,39353
 Polo,2017,10328,Manual,26941,Petrol,145,60.1,1.2,VW,26695
 X3,2017,29980,Semi-Auto,25101,Diesel,150,47.9,3.0,BMW,27640
 A Class,2015,12490,Semi-Auto,35104,Diesel,20,68.9,1.5,Mercedes,7231
 2 Series,2019,20949,Manual,123,Petrol,145,42.8,1.5,BMW,19059
 GLE Class,2018,31991,Automatic,30339,Diesel,145,42.8,3.0,Mercedes,6359
 Polo,2017,11390,Manual,20000,Petrol,150,60.1,1.2,VW,5254
 1 Series,2017,14995,Manual,13472,Diesel,145,65.7,2.0,BMW,4431
 5 Series,2016,13500,Automatic,62444,Diesel,125,60.1,2.0,BMW,36488
 Golf,2011,6199,Manual,58032,Diesel,30,62.8,1.6,VW,6397
 X2,2020,30990,Manual,6,Petrol,145,42.8,1.5,BMW,4943
 C Class,2019,26899,Automatic,796,Petrol,145,45.6,1.5,Mercedes,27878
 3 Series,2019,28990,Manual,104,Diesel,145,54.3,2.0,BMW,20320
 TT,2019,39990,Automatic,3000,Petrol,145,35.3,2.0,Audi,16446
 Touareg,2015,18110,Semi-Auto,54236,Diesel,235,42.8,3.0,VW,35629
 C Class,2009,7495,Automatic,54000,Petrol,260,36.7,1.6,Mercedes,9125
 E Class,2015,18995,Automatic,7315,Diesel,160,50.4,3.0,Mercedes,45333
 A6,2014,12498,Manual,44219,Diesel,30,62.8,2.0,Audi,21443
 A4,2018,18350,Manual,24282,Diesel,145,70.6,2.0,Audi,8805
 C Class,2019,43199,Semi-Auto,9551,Petrol,145,29.1,3.0,Mercedes,6190
 Golf,2020,22995,Semi-Auto,407,Petrol,145,45.6,1.5,VW,20341
 CLS Class,2019,42000,Semi-Auto,12000,Diesel,145,47.9,2.9,Mercedes,42363
 T-Roc,2019,22606,Manual,5006,Diesel,145,46.3,2.0,VW,45674
 A4,2012,9500,Manual,62000,Diesel,30,65.7,2.0,Audi,13131
 Q3,2020,30990,Semi-Auto,1000,Petrol,150,40.4,1.5,Audi,10526
 Golf,2018,16490,Manual,13741,Diesel,145,67.3,2.0,VW,24500
 A3,2018,20000,Automatic,6629,Petrol,145,42.2,1.5,Audi,3956
 A1,2017,12995,Manual,18900,Petrol,30,55.4,1.4,Audi,18278
 1 Series,2020,27840,Semi-Auto,150,Diesel,145,51.4,2.0,BMW,26777
 V Class,2019,39980,Semi-Auto,3257,Diesel,145,44.8,2.2,Mercedes,32169
 Q2,2019,24250,Semi-Auto,2091,Diesel,145,47.9,1.6,Audi,36858
 2 Series,2019,20498,Semi-Auto,6195,Petrol,145,47.9,2.0,BMW,11230
 Scirocco,2016,14500,Semi-Auto,25584,Diesel,30,57.6,2.0,VW,7973
 Q3,2019,32990,Semi-Auto,5000,Diesel,145,47.1,2.0,Audi,24780
 5 Series,2015,19990,Semi-Auto,31567,Diesel,160,50.4,3.0,BMW,36399
 Q7,2017,49900,Automatic,26979,Diesel,145,39.2,4.0,Audi,40919
 Golf,2017,17995,Manual,36017,Petrol,145,47.1,2.0,VW,10798
 Up,2020,9700,Manual,100,Petrol,145,54.3,1.0,VW,4331
 A Class,2019,23500,Semi-Auto,8678,Petrol,150,53.3,1.3,Mercedes,10199
 Polo,2010,2750,Manual,105640,Petrol,125,51.4,1.2,VW,4512
 A4,2020,34990,Semi-Auto,3200,Petrol,145,42.2,2.0,Audi,39746
 X5,2017,35995,Automatic,11197,Diesel,200,47.1,3.0,BMW,24992
 Golf,2017,17195,Manual,24896,Diesel,20,67.3,2.0,VW,19551
 A1,2019,22900,Semi-Auto,1548,Petrol,145,40.9,2.0,Audi,37392
 E Class,2015,13599,Automatic,74293,Diesel,125,61.4,2.1,Mercedes,23715
 A4,2017,16998,Manual,34870,Petrol,145,51.4,1.4,Audi,35877
 GLA Class,2016,17462,Semi-Auto,24412,Diesel,30,64.2,2.1,Mercedes,35194
 E Class,2018,29649,Automatic,1070,Diesel,145,57.7,2.0,Mercedes,20774
 3 Series,2007,5795,Automatic,83350,Petrol,325,31.4,3.0,BMW,38709
 3 Series,2019,26498,Semi-Auto,7098,Petrol,150,41.5,2.0,BMW,16423
 Q2,2019,24950,Automatic,7813,Petrol,145,40.9,1.5,Audi,4211
 GLC Class,2019,54524,Automatic,7764,Petrol,145,27.4,4.0,Mercedes,45240
 Scirocco,2017,17695,Automatic,16558,Petrol,160,44.1,2.0,VW,18199
 E Class,2018,21500,Automatic,31281,Diesel,145,72.4,2.0,Mercedes,35519
 B Class,2019,25810,Semi-Auto,8290,Diesel,145,55.4,2.0,Mercedes,5443
 A3,2018,18998,Manual,12186,Petrol,145,60.1,1.0,Audi,43622
 Polo,2017,9750,Manual,22579,Petrol,20,60.1,1.0,VW,14035
 X2,2019,33800,Semi-Auto,4291,Petrol,145,34.0,2.0,BMW,28343
 2 Series,2019,18260,Manual,5328,Petrol,145,44.1,1.5,BMW,9738
 1 Series,2016,11675,Manual,28637,Petrol,125,53.3,1.5,BMW,7745
 C Class,2018,25500,Semi-Auto,10592,Diesel,145,67.3,2.1,Mercedes,6083
 GLC Class,2016,23980,Semi-Auto,14643,Diesel,125,56.5,2.1,Mercedes,17656
 GLA Class,2019,24999,Semi-Auto,2368,Diesel,145,64.2,2.1,Mercedes,16585
 Passat,2012,5990,Manual,63000,Diesel,30,61.4,2.0,VW,12432
 E Class,2015,11995,Semi-Auto,75229,Diesel,125,60.1,2.1,Mercedes,23050
 Q7,2014,24000,Automatic,28310,Diesel,300,38.2,3.0,Audi,9478
 1 Series,2015,10790,Manual,29550,Petrol,125,53.3,1.5,BMW,13106
 1 Series,2015,13440,Semi-Auto,66471,Petrol,145,47.9,1.6,BMW,12480
 C Class,2019,25299,Automatic,2499,Petrol,145,44.1,1.5,Mercedes,8153
 Q7,2013,24490,Semi-Auto,51753,Diesel,305,38.2,3.0,Audi,7159
 Polo,2019,20990,Semi-Auto,2507,Petrol,145,39.8,2.0,VW,4109
 Golf,2014,8699,Automatic,77406,Diesel,30,62.8,2.0,VW,31740
 Q3,2017,20000,Semi-Auto,26000,Diesel,165,50.4,2.0,Audi,22768
 A4,2017,16321,Automatic,31209,Diesel,145,70.6,2.0,Audi,16490
 3 Series,2020,32790,Semi-Auto,5656,Diesel,145,47.9,3.0,BMW,16239
 C Class,2017,14698,Manual,59038,Diesel,20,70.6,2.1,Mercedes,6064
 Polo,2016,10495,Manual,25476,Petrol,0,65.7,1.0,VW,37336
 X1,2016,19498,Semi-Auto,21249,Diesel,145,55.4,2.0,BMW,11574
 Golf,2017,16990,Manual,14151,Diesel,150,67.3,2.0,VW,44306
 2 Series,2019,21980,Semi-Auto,13844,Petrol,145,50.4,2.0,BMW,7953
 A5,2019,28990,Automatic,2248,Petrol,145,39.8,2.0,Audi,33175
 2 Series,2019,20980,Semi-Auto,7153,Petrol,145,50.4,1.5,BMW,25863
 SL CLASS,2019,29755,Semi-Auto,8009,Petrol,145,47.1,2.0,Mercedes,28975
 Golf,2015,11001,Manual,43470,Petrol,30,53.3,1.4,VW,19547
 C Class,2017,18728,Automatic,23683,Petrol,125,51.4,2.0,Mercedes,15812
 C Class,2019,63495,Automatic,500,Petrol,145,28.0,4.0,Mercedes,36670
 A4,2020,45000,Semi-Auto,2500,Diesel,145,40.4,3.0,Audi,10072
 A3,2019,22500,Semi-Auto,12088,Petrol,145,41.5,1.5,Audi,25188
 Tiguan,2019,27495,Semi-Auto,8829,Diesel,145,39.8,2.0,VW,37983
 Polo,2020,13999,Manual,2000,Petrol,145,48.7,1.0,VW,10341
 CLS Class,2019,36490,Semi-Auto,7036,Diesel,145,48.7,2.9,Mercedes,29293
 A1,2015,12881,Manual,34188,Petrol,30,55.4,1.4,Audi,26026
 Polo,2018,11750,Manual,14000,Petrol,145,60.1,1.0,VW,24001
 1 Series,2016,11497,Manual,52409,Diesel,30,65.7,2.0,BMW,29413
 TT,2020,53500,Semi-Auto,4000,Petrol,145,30.7,2.5,Audi,40994
 A4,2019,27990,Automatic,6000,Diesel,145,45.6,2.0,Audi,29189
 A5,2016,19000,Manual,26237,Diesel,150,56.5,0.0,Audi,40782
 Q3,2014,12195,Automatic,53540,Diesel,205,47.9,2.0,Audi,19870
 A3,2019,22195,Automatic,6395,Petrol,145,41.5,1.5,Audi,9095
 A6,2016,18999,Automatic,35784,Diesel,30,61.4,3.0,Audi,3887
 Q5,2018,29898,Semi-Auto,13218,Petrol,145,40.4,2.0,Audi,40089
 A4,2017,14798,Manual,30795,Petrol,145,51.4,1.4,Audi,21053
 A Class,2019,23214,Automatic,4001,Diesel,145,65.7,1.5,Mercedes,8440
 E Class,2018,30480,Semi-Auto,7081,Diesel,145,57.7,2.0,Mercedes,23630
 GLC Class,2019,27750,Automatic,6109,Diesel,150,56.5,2.1,Mercedes,26611
 Golf,2019,29890,Automatic,10687,Petrol,145,32.8,2.0,VW,14359
 GLA Class,2017,20149,Semi-Auto,13108,Diesel,145,64.2,2.1,Mercedes,38890
 GLE Class,2019,48980,Semi-Auto,6016,Diesel,145,36.7,2.0,Mercedes,3412
 X5,2014,23000,Automatic,56232,Diesel,205,45.6,3.0,BMW,13409
 1 Series,2016,15200,Automatic,23377,Diesel,30,65.7,2.0,BMW,34946
 C Class,2015,39990,Automatic,32000,Petrol,300,34.5,4.0,Mercedes,20294
 Golf,2013,9900,Semi-Auto,45783,Diesel,30,62.8,2.0,VW,34562
 4 Series,2019,27450,Semi-Auto,6124,Petrol,150,45.6,2.0,BMW,12714
 A4,2017,16000,Automatic,58028,Petrol,145,52.3,2.0,Audi,25826
 Q3,2017,23490,Automatic,16821,Petrol,200,42.2,2.0,Audi,42138
 A3,2018,18400,Automatic,16478,Petrol,145,56.5,1.5,Audi,14275
 Golf,2019,18500,Manual,100,Petrol,150,44.8,1.5,VW,6099
 T-Roc,2019,19995,Manual,12828,Petrol,150,42.2,1.5,VW,32751
 Golf,2019,19250,Manual,5783,Petrol,145,49.6,1.5,VW,11093
 GLA Class,2019,30000,Automatic,3099,Petrol,145,35.8,1.6,Mercedes,1430
 GLA Class,2019,24539,Semi-Auto,3613,Diesel,150,64.2,2.1,Mercedes,36159
 Touareg,2018,33950,Semi-Auto,36800,Diesel,145,34.5,3.0,VW,21613
 A1,2017,14990,Semi-Auto,29900,Diesel,145,72.4,1.6,Audi,28432
 X1,2018,22780,Semi-Auto,10147,Diesel,150,60.1,2.0,BMW,22818
 3 Series,2019,27790,Semi-Auto,103,Petrol,145,42.2,2.0,BMW,36362
 A Class,2019,18748,Automatic,14687,Diesel,145,68.9,1.5,Mercedes,44893
 GLA Class,2016,17991,Semi-Auto,20233,Diesel,125,56.6,2.1,Mercedes,27558
 A Class,2018,17400,Automatic,16135,Diesel,150,68.9,2.1,Mercedes,41490
 A3,2016,20499,Automatic,27809,Petrol,200,40.9,2.0,Audi,15771
 A3,2016,13900,Semi-Auto,31525,Petrol,30,55.4,1.4,Audi,2053
 C Class,2017,20990,Automatic,18000,Diesel,145,58.9,2.1,Mercedes,6149
 Golf,2020,29250,Semi-Auto,2000,Diesel,145,49.6,2.0,VW,8135
 A Class,2017,16099,Manual,17930,Diesel,145,68.9,1.5,Mercedes,12674
 Passat,2018,19995,Semi-Auto,54040,Hybrid,135,166.0,1.4,VW,23241
 A1,2015,11210,Manual,27760,Petrol,30,55.4,1.4,Audi,44096
 C Class,2019,35740,Semi-Auto,20016,Petrol,145,29.7,3.0,Mercedes,36677
 Q3,2015,18500,Automatic,26240,Diesel,160,50.4,2.0,Audi,8633
 CL Class,2019,26299,Semi-Auto,5716,Petrol,145,38.2,2.0,Mercedes,27288
 Golf,2016,7695,Manual,101180,Diesel,0,74.3,1.6,VW,3307
 Golf,2019,15770,Manual,50,Petrol,145,48.7,1.0,VW,42064
 E Class,2017,22999,Semi-Auto,20000,Diesel,30,65.7,2.0,Mercedes,14358
 Polo,2019,13800,Automatic,12200,Petrol,145,45.6,1.0,VW,24969
 Tiguan,2020,33000,Manual,3000,Diesel,145,42.8,2.0,VW,20243
 E Class,2018,41699,Semi-Auto,6910,Petrol,145,33.6,3.0,Mercedes,32793
 Tiguan,2017,17490,Manual,16354,Diesel,150,58.9,2.0,VW,9924
 Polo,2019,15390,Semi-Auto,4000,Petrol,150,45.6,1.0,VW,46569
 A Class,2016,15999,Automatic,34651,Diesel,20,74.3,1.5,Mercedes,45201
 1 Series,2015,12980,Manual,47863,Diesel,30,62.8,2.0,BMW,21565
 X3,2016,21600,Automatic,32330,Diesel,200,47.9,3.0,BMW,22644
 C Class,2016,13850,Automatic,77814,Other,0,134.5,2.0,Mercedes,10378
 X1,2015,14995,Manual,39000,Diesel,125,58.9,2.0,BMW,16893
 E Class,2016,16498,Semi-Auto,37098,Diesel,125,56.5,2.1,Mercedes,11698
 Tiguan,2014,10500,Semi-Auto,54308,Diesel,200,47.7,2.0,VW,16603
 C Class,2017,17998,Semi-Auto,16291,Petrol,145,50.4,2.0,Mercedes,6288
 C Class,2019,34039,Semi-Auto,1000,Petrol,145,44.1,1.5,Mercedes,45370
 C Class,2015,16699,Automatic,40786,Diesel,30,64.2,1.6,Mercedes,28652
 Passat,2015,8600,Manual,65655,Diesel,0,76.3,1.6,VW,45106
 E Class,2019,27980,Semi-Auto,13975,Diesel,145,65.7,2.0,Mercedes,1746
 3 Series,2016,18212,Semi-Auto,9020,Diesel,30,65.7,2.0,BMW,14765
 Q2,2018,18000,Manual,17728,Petrol,150,52.3,1.4,Audi,44140
 5 Series,2014,13490,Automatic,39000,Diesel,125,57.6,2.0,BMW,17116
 Sharan,2017,17480,Manual,29378,Diesel,125,56.5,2.0,VW,39976
 Golf,2018,26500,Semi-Auto,5352,Petrol,145,39.8,2.0,VW,31176
 1 Series,2019,27990,Semi-Auto,10,Diesel,145,51.4,2.0,BMW,20828
 A4,2017,15940,Automatic,76000,Diesel,150,65.7,2.0,Audi,35326
 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5,BMW,24566
 3 Series,2016,15800,Automatic,16319,Diesel,30,64.2,2.0,BMW,36963
 A1,2016,11998,Manual,20527,Petrol,0,67.3,1.0,Audi,40417
 A4,2015,14990,Manual,46000,Diesel,30,61.4,2.0,Audi,1837
 E Class,2016,12990,Automatic,95000,Diesel,125,56.5,2.1,Mercedes,39422
 B Class,2009,4695,Automatic,64000,Petrol,240,40.9,1.5,Mercedes,4713
 Q7,2020,62985,Semi-Auto,10,Diesel,145,33.2,3.0,Audi,6784
 X3,2019,33262,Semi-Auto,6792,Diesel,145,54.3,2.0,BMW,9556
 GLA Class,2018,16950,Manual,29334,Diesel,145,67.3,2.1,Mercedes,31733
 Golf,2016,14989,Manual,47856,Diesel,20,67.3,2.0,VW,39569
 Q2,2019,20998,Manual,1596,Diesel,145,49.6,1.6,Audi,26084
 X3,2013,14750,Automatic,62000,Diesel,160,50.4,2.0,BMW,22900
 C Class,2019,23200,Automatic,7000,Petrol,145,42.2,1.6,Mercedes,11387
 T-Cross,2019,19790,Manual,8024,Diesel,145,52.3,1.2,VW,17065
 5 Series,2019,28850,Automatic,1647,Diesel,145,60.1,2.0,BMW,16710
 1 Series,2016,8000,Manual,101980,Diesel,20,68.9,2.0,BMW,7458
 GLE Class,2018,44738,Semi-Auto,21276,Diesel,150,36.7,3.0,Mercedes,34028
 Q3,2019,34990,Semi-Auto,6000,Petrol,145,31.4,2.0,Audi,18641
 T-Roc,2019,23980,Manual,3916,Diesel,145,50.4,2.0,VW,9554
 A Class,2019,19899,Manual,11527,Petrol,145,28.5,1.3,Mercedes,11538
 A Class,2015,11195,Manual,42830,Diesel,20,72.4,1.5,Mercedes,44025
 GLA Class,2015,15200,Automatic,23583,Diesel,20,62.8,2.1,Mercedes,19423
 B Class,2017,14824,Semi-Auto,24202,Diesel,145,68.9,2.1,Mercedes,18759
 A3,2019,23450,Manual,4705,Diesel,145,51.4,1.6,Audi,34683
 Polo,2017,10495,Manual,29262,Petrol,20,60.1,1.2,VW,16760
 X3,2019,34995,Automatic,6123,Diesel,145,54.3,2.0,BMW,8368
 E Class,2017,21980,Automatic,20846,Diesel,145,67.3,2.0,Mercedes,30123
 1 Series,2016,11900,Manual,23109,Petrol,125,53.3,1.5,BMW,44457
 3 Series,2016,17450,Semi-Auto,16413,Diesel,30,62.8,2.0,BMW,39311
 2 Series,2017,22991,Semi-Auto,23730,Petrol,200,39.8,3.0,BMW,21327
 5 Series,2017,25498,Semi-Auto,20279,Hybrid,135,156.9,2.0,BMW,45558
 A Class,2016,14740,Manual,37600,Diesel,30,62.8,2.1,Mercedes,11850
 3 Series,2019,19995,Automatic,18253,Diesel,145,62.8,2.0,BMW,40497
 X3,2020,47000,Semi-Auto,1385,Hybrid,135,5.5,2.0,BMW,43557
 Tiguan,2008,4980,Manual,72000,Petrol,325,31.7,2.0,VW,33932
 3 Series,2012,8569,Automatic,85118,Diesel,30,62.8,2.0,BMW,13630
 B Class,2018,17991,Semi-Auto,12550,Petrol,145,50.4,1.6,Mercedes,27901
 Q5,2017,25750,Automatic,17039,Diesel,145,55.4,2.0,Audi,26410
 Polo,2018,11895,Manual,17424,Petrol,145,60.1,1.0,VW,44201
 Passat,2017,17950,Semi-Auto,14687,Diesel,30,62.8,2.0,VW,40909
 A Class,2019,24999,Automatic,1720,Petrol,145,53.3,1.3,Mercedes,37805
 2 Series,2016,10465,Manual,16228,Diesel,20,68.9,2.0,BMW,36463
 Golf,2016,13495,Semi-Auto,50217,Diesel,30,62.8,2.0,VW,11766
 2 Series,2018,17495,Automatic,10526,Petrol,145,40.9,1.5,BMW,12665
 CLS Class,2019,38899,Semi-Auto,7937,Diesel,145,48.7,2.9,Mercedes,3982
 GLC Class,2019,43099,Semi-Auto,9558,Diesel,145,40.4,2.0,Mercedes,30461
 A1,2015,9199,Manual,52319,Diesel,0,80.7,1.6,Audi,20576
 A Class,2014,9700,Manual,52251,Diesel,20,72.4,1.5,Mercedes,935
 Polo,2017,13980,Semi-Auto,22736,Petrol,145,50.4,1.8,VW,20706
 5 Series,2015,12500,Automatic,106170,Diesel,160,51.4,3.0,BMW,37626
 Polo,2018,11599,Manual,10437,Petrol,145,60.1,1.2,VW,41148
 1 Series,2016,14995,Semi-Auto,34700,Diesel,20,67.3,2.0,BMW,46713
 Polo,2019,19450,Automatic,1000,Petrol,145,46.3,1.0,VW,33403
 Tiguan,2019,24999,Manual,4106,Diesel,145,47.9,2.0,VW,11114
 Golf SV,2017,12790,Semi-Auto,22501,Petrol,30,54.3,1.4,VW,23711
 A6,2016,19000,Manual,42633,Diesel,125,58.9,2.0,Audi,36738
 A Class,2014,10489,Manual,70360,Diesel,125,61.4,1.8,Mercedes,44597
 GLA Class,2017,19890,Semi-Auto,22693,Diesel,125,56.5,2.1,Mercedes,28833
 A Class,2017,14999,Manual,21733,Diesel,145,68.9,1.5,Mercedes,39081
 E Class,2019,52990,Automatic,6332,Diesel,145,47.1,3.0,Mercedes,14917
 Polo,2015,6000,Manual,96090,Petrol,20,60.1,1.2,VW,1499
 4 Series,2019,21998,Semi-Auto,17417,Diesel,145,65.7,2.0,BMW,12448
 Q3,2018,21950,Semi-Auto,29500,Petrol,150,47.9,1.4,Audi,12617
 Golf,2015,16500,Semi-Auto,52000,Petrol,160,44.1,2.0,VW,44807
 Q3,2019,34995,Automatic,7126,Petrol,145,32.1,2.0,Audi,10773
 Golf,2016,14595,Semi-Auto,17080,Diesel,0,72.4,1.6,VW,33309
 X1,2019,24550,Manual,4957,Petrol,145,51.4,1.5,BMW,8516
 Golf,2019,28950,Semi-Auto,4764,Petrol,145,36.2,2.0,VW,37916
 Arteon,2019,25990,Automatic,10,Petrol,145,40.4,1.5,VW,35220
 GLA Class,2019,23780,Semi-Auto,12580,Diesel,145,67.3,2.1,Mercedes,7735
 T-Cross,2019,20591,Automatic,3022,Petrol,150,45.6,1.0,VW,18852
 Tiguan,2019,22326,Manual,15007,Diesel,145,47.9,2.0,VW,43122
 C Class,2016,13000,Automatic,53065,Diesel,20,65.7,2.1,Mercedes,23581
 C Class,2018,28374,Automatic,8962,Diesel,145,54.3,2.0,Mercedes,43323
 A3,2019,20000,Manual,4986,Petrol,145,47.9,1.0,Audi,31418
 A4,2020,27750,Automatic,6500,Petrol,145,38.2,2.0,Audi,16513
 Passat,2019,15995,Semi-Auto,11595,Diesel,150,54.3,2.0,VW,40545
 Q3,2020,36850,Semi-Auto,4500,Diesel,145,47.1,2.0,Audi,37649
